,,Total Budget,,,,,,Budget currency,,,,,,,,,,,,,,,,,USD at budget exchange rate: 17.2,,,,,,,,,,,,
,,2026 Cancun,,,,,," $ 1,503,560.78 "," $ 1,457,680.78 "," $ 1,333,110.78 "," $ 1,334,910.78 "," $ 1,278,560.78 "," $ 1,262,460.78 "," $ 1,308,180.78 "," $ 1,220,375.78 "," $ 1,203,260.78 "," $ 1,238,860.78 "," $ 1,275,260.78 "," $ 1,134,025.78 "," $ 15,550,249.36 ",,,,," $ 87,416.32 "," $ 84,748.88 "," $ 77,506.44 "," $ 77,611.09 "," $ 74,334.93 "," $ 73,398.88 "," $ 76,057.02 "," $ 70,952.08 "," $ 69,957.02 "," $ 72,026.79 "," $ 74,143.07 "," $ 65,931.73 "," $ 904,084.27 "
Budget,KEY,US Netsuite Category,Producto,Clase,Dato estadistico: Presupuesto,Description,Additional Desc. (optional),January MXN,February MXN,March MXN,April MXN,May MXN,June MXN,July MXN,August MXN,September MXN,October MXN,November MXN,December MXN,2026 Total MXN,,,,,January USD,February USD,March USD,April USD,May USD,June USD,July USD,August USD,September USD,October USD,November USD,December USD,2026 Total USD
Cancun,1049,International Operations,ARRENDAMIENTOS CUN,OPERACIONES DEL SITIO,Mtto. a Instalaciones,Swimming Pool,Mantenimiento de alberca," $ 3,700.00 "," $ 3,700.00 "," $ 3,700.00 "," $ 3,700.00 "," $ 3,700.00 "," $ 3,700.00 "," $ 3,700.00 "," $ 3,700.00 "," $ 3,700.00 "," $ 3,700.00 "," $ 3,700.00 "," $ 3,700.00 "," $ 44,400.00 ",,,,, $ 215.12 , $ 215.12 , $ 215.12 , $ 215.12 , $ 215.12 , $ 215.12 , $ 215.12 , $ 215.12 , $ 215.12 , $ 215.12 , $ 215.12 , $ 215.12 ," $ 2,581.40 "
Cancun,1050,International Operations,ARRENDAMIENTOS CUN,OPERACIONES DEL SITIO,Mtto. a Instalaciones,Yard,Jardinería," $ 3,160.00 "," $ 3,160.00 "," $ 3,160.00 "," $ 3,160.00 "," $ 3,160.00 "," $ 3,160.00 "," $ 3,160.00 "," $ 3,160.00 "," $ 3,160.00 "," $ 3,160.00 "," $ 3,160.00 "," $ 3,160.00 "," $ 37,920.00 ",,,,, $ 183.72 , $ 183.72 , $ 183.72 , $ 183.72 , $ 183.72 , $ 183.72 , $ 183.72 , $ 183.72 , $ 183.72 , $ 183.72 , $ 183.72 , $ 183.72 ," $ 2,204.65 "
Cancun,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancun,1052,International Operations,DESARROLLO CUN,OPERACIONES DEL SITIO,Telefonía y Celulares,Cell phone,Telefonía, $ 350.00 , $ 350.00 , $ 350.00 , $ 350.00 , $ 350.00 , $ 350.00 , $ 350.00 , $ 350.00 , $ 350.00 , $ 350.00 , $ 350.00 , $ 350.00 ," $ 4,200.00 ",,,,, $ 20.35 , $ 20.35 , $ 20.35 , $ 20.35 , $ 20.35 , $ 20.35 , $ 20.35 , $ 20.35 , $ 20.35 , $ 20.35 , $ 20.35 , $ 20.35 , $ 244.19 
Cancun,1053,International Operations,DESARROLLO CUN,OPERACIONES DEL SITIO,Papelería y Artes de Oficina,"Office materials, paper, ink, pens, etc.",Papelería y artículos de oficina, $ 200.00 , $ 200.00 , $ 200.00 , $ 200.00 , $ 200.00 , $ 200.00 , $ 200.00 , $ 200.00 , $ 200.00 , $ 200.00 , $ 200.00 , $ 200.00 ," $ 2,400.00 ",,,,, $ 11.63 , $ 11.63 , $ 11.63 , $ 11.63 , $ 11.63 , $ 11.63 , $ 11.63 , $ 11.63 , $ 11.63 , $ 11.63 , $ 11.63 , $ 11.63 , $ 139.53 
Cancun,1054,International Operations,DESARROLLO CUN,OPERACIONES DEL SITIO,Licencias,MONDAY,Licencia Monday, $ 150.00 , $ 150.00 , $ 150.00 , $ 150.00 , $ 150.00 , $ 150.00 , $ 150.00 , $ 150.00 , $ 150.00 , $ 150.00 , $ 150.00 , $ 150.00 ," $ 1,800.00 ",,,,, $ 8.72 , $ 8.72 , $ 8.72 , $ 8.72 , $ 8.72 , $ 8.72 , $ 8.72 , $ 8.72 , $ 8.72 , $ 8.72 , $ 8.72 , $ 8.72 , $ 104.65 
Cancun,1055,International Operations,DESARROLLO CUN,OPERACIONES DEL SITIO,Propaganda y Publicidad,MKTG Kit de materiales,Materiales de mercadotecnia," $ 15,000.00 ", $ - , $ - , $ - , $ - , $ - , $ - , $ - , $ - , $ - , $ - , $ - ," $ 15,000.00 ",,,,, $ 872.09 ,,,,,,,,,,,, $ 872.09 
Cancun,1056,International Operations,DESARROLLO CUN,OPERACIONES DEL SITIO,Gasolina,Fuel for follow up with donors,Gasolina para seguimiento de donadores, $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 ," $ 6,000.00 ",,,,, $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 348.84 
Cancun,1057,International Operations,DESARROLLO CUN,OPERACIONES DEL SITIO,Coordinación,"Monthly expenses for meetings with leads, donors, connections, eventos","Gastos mensuales para juntas con donadores, conexiones, etc.", $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 , $ 500.00 ," $ 6,000.00 ",,,,, $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 29.07 , $ 348.84 
Cancun,1058,International Operations,DESARROLLO CUN,OPERACIONES DEL SITIO,Celebraciones,Celebrations for volunteers,"Celebracion Voluntarios (playera, detalle, actividades,etc)"," $ 5,000.00 ", $ - , $ - , $ - , $ - , $ - , $ - , $ - , $ - , $ - , $ - , $ - ," $ 5,000.00 ",,,,, $ 290.70 ,,,,,,,,,,,, $ 290.70 
Cancun,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancun,1060,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Gas LP,Propane -Propano,Gas LP para la preparacion de los alimentos," $ 1,335.00 "," $ 1,335.00 "," $ 1,335.00 "," $ 1,335.00 "," $ 1,335.00 "," $ 1,335.00 "," $ 1,335.00 ",," $ 1,335.00 "," $ 1,335.00 "," $ 1,335.00 ",," $ 13,350.00 ",,,,, $ 77.62 , $ 77.62 , $ 77.62 , $ 77.62 , $ 77.62 , $ 77.62 , $ 77.62 ,, $ 77.62 , $ 77.62 , $ 77.62 ,, $ 776.16 
Cancun,1061,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Telefonía y Celulares,Cell phone,Plan empresarial Telcel Movil," $ 3,550.00 "," $ 3,550.00 "," $ 3,550.00 "," $ 3,550.00 "," $ 3,550.00 "," $ 3,550.00 "," $ 3,550.00 "," $ 3,550.00 "," $ 3,550.00 "," $ 3,550.00 "," $ 3,550.00 "," $ 3,550.00 "," $ 42,600.00 ",,,,, $ 206.40 , $ 206.40 , $ 206.40 , $ 206.40 , $ 206.40 , $ 206.40 , $ 206.40 , $ 206.40 , $ 206.40 , $ 206.40 , $ 206.40 , $ 206.40 ," $ 2,476.74 "
Cancun,1062,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Electricidad,Electricity,Servicio CFE," $ 2,220.00 "," $ 2,220.00 "," $ 2,220.00 "," $ 2,220.00 "," $ 2,220.00 "," $ 2,220.00 "," $ 2,220.00 "," $ 2,220.00 "," $ 2,220.00 "," $ 2,220.00 "," $ 2,220.00 "," $ 2,220.00 "," $ 26,640.00 ",,,,, $ 129.07 , $ 129.07 , $ 129.07 , $ 129.07 , $ 129.07 , $ 129.07 , $ 129.07 , $ 129.07 , $ 129.07 , $ 129.07 , $ 129.07 , $ 129.07 ," $ 1,548.84 "
Cancun,1063,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Internet,Intermet,Intermet," $ 1,390.00 "," $ 1,390.00 "," $ 1,390.00 "," $ 1,390.00 "," $ 1,390.00 "," $ 1,390.00 "," $ 1,390.00 "," $ 1,390.00 "," $ 1,390.00 "," $ 1,390.00 "," $ 1,390.00 "," $ 1,390.00 "," $ 16,680.00 ",,,,, $ 80.81 , $ 80.81 , $ 80.81 , $ 80.81 , $ 80.81 , $ 80.81 , $ 80.81 , $ 80.81 , $ 80.81 , $ 80.81 , $ 80.81 , $ 80.81 , $ 969.77 
Cancun,1064,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Gasolina,Fuel,Gasolina," $ 16,630.00 "," $ 16,630.00 "," $ 16,630.00 "," $ 16,630.00 "," $ 16,630.00 "," $ 16,630.00 "," $ 16,630.00 "," $ 16,630.00 "," $ 16,630.00 "," $ 16,630.00 "," $ 16,630.00 "," $ 16,630.00 "," $ 199,560.00 ",,,,, $ 966.86 , $ 966.86 , $ 966.86 , $ 966.86 , $ 966.86 , $ 966.86 , $ 966.86 , $ 966.86 , $ 966.86 , $ 966.86 , $ 966.86 , $ 966.86 ," $ 11,602.33 "
Cancun,1065,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Seguros y Fianzas,Insurance & Plates,Tenencias y seguro de vehículos," $ 8,315.00 "," $ 8,315.00 "," $ 8,315.00 "," $ 8,315.00 "," $ 8,315.00 "," $ 8,315.00 "," $ 8,315.00 "," $ 8,315.00 "," $ 8,315.00 "," $ 8,315.00 "," $ 8,315.00 "," $ 8,315.00 "," $ 99,780.00 ",,,,, $ 483.43 , $ 483.43 , $ 483.43 , $ 483.43 , $ 483.43 , $ 483.43 , $ 483.43 , $ 483.43 , $ 483.43 , $ 483.43 , $ 483.43 , $ 483.43 ," $ 5,801.16 "
Cancun,1066,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Mtto. Eq de Transporte,Vehicles maintenance,Mantenimiento de vehículos," $ 6,930.00 "," $ 6,930.00 "," $ 6,930.00 "," $ 6,930.00 "," $ 6,930.00 "," $ 6,930.00 "," $ 6,930.00 "," $ 6,930.00 "," $ 6,930.00 "," $ 6,930.00 "," $ 6,930.00 "," $ 6,930.00 "," $ 83,160.00 ",,,,, $ 402.91 , $ 402.91 , $ 402.91 , $ 402.91 , $ 402.91 , $ 402.91 , $ 402.91 , $ 402.91 , $ 402.91 , $ 402.91 , $ 402.91 , $ 402.91 ," $ 4,834.88 "
Cancun,1067,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Otros Impuestos y Derechos,Chofer License,Licencias de conducir," $ 2,245.00 "," $ 2,245.00 "," $ 2,245.00 "," $ 2,245.00 "," $ 2,245.00 "," $ 2,245.00 "," $ 2,245.00 "," $ 2,245.00 "," $ 2,245.00 "," $ 2,245.00 "," $ 2,245.00 "," $ 2,245.00 "," $ 26,940.00 ",,,,, $ 130.52 , $ 130.52 , $ 130.52 , $ 130.52 , $ 130.52 , $ 130.52 , $ 130.52 , $ 130.52 , $ 130.52 , $ 130.52 , $ 130.52 , $ 130.52 ," $ 1,566.28 "
Cancun,1068,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Mtto. a Instalaciones,Facilities Maintenance,"Mantenimiento del CCTR
(Reparacion, alumbrado, grietas, desague, retiro de salitre, entro otros)"," $ 5,000.00 "," $ 5,000.00 "," $ 5,000.00 "," $ 5,000.00 "," $ 5,000.00 "," $ 5,000.00 "," $ 5,000.00 "," $ 5,000.00 "," $ 5,000.00 "," $ 5,000.00 "," $ 5,000.00 "," $ 5,000.00 "," $ 60,000.00 ",,,,, $ 290.70 , $ 290.70 , $ 290.70 , $ 290.70 , $ 290.70 , $ 290.70 , $ 290.70 , $ 290.70 , $ 290.70 , $ 290.70 , $ 290.70 , $ 290.70 ," $ 3,488.37 "
Cancun,1069,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Papelería y Artes de Oficina,Stationery and general office supplies,Papelería y artículos de oficina / Mantenimiento y equipo de oficina," $ 6,540.00 "," $ 6,540.00 "," $ 6,540.00 "," $ 6,540.00 "," $ 6,540.00 "," $ 6,540.00 "," $ 6,540.00 ",," $ 6,540.00 "," $ 6,540.00 "," $ 6,540.00 ",," $ 65,400.00 ",,,,, $ 380.23 , $ 380.23 , $ 380.23 , $ 380.23 , $ 380.23 , $ 380.23 , $ 380.23 ,, $ 380.23 , $ 380.23 , $ 380.23 ,," $ 3,802.33 "
Cancun,1070,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Productos de Limpieza,Cleaning supplies,Suministros de limpieza," $ 2,770.00 "," $ 2,770.00 "," $ 2,770.00 "," $ 2,770.00 "," $ 2,770.00 "," $ 2,770.00 "," $ 2,770.00 "," $ 2,770.00 "," $ 2,770.00 "," $ 2,770.00 "," $ 2,770.00 "," $ 2,770.00 "," $ 33,240.00 ",,,,, $ 161.05 , $ 161.05 , $ 161.05 , $ 161.05 , $ 161.05 , $ 161.05 , $ 161.05 , $ 161.05 , $ 161.05 , $ 161.05 , $ 161.05 , $ 161.05 ," $ 1,932.56 "
Cancun,1071,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Alimentos,Food for students,Alimentos para estudiantes," $ 59,970.00 "," $ 59,970.00 "," $ 59,970.00 "," $ 59,970.00 "," $ 59,970.00 "," $ 59,970.00 "," $ 59,970.00 "," $ 59,970.00 "," $ 59,970.00 "," $ 59,970.00 "," $ 59,970.00 "," $ 59,970.00 "," $ 719,640.00 ",,,,," $ 3,486.63 "," $ 3,486.63 "," $ 3,486.63 "," $ 3,486.63 "," $ 3,486.63 "," $ 3,486.63 "," $ 3,486.63 "," $ 3,486.63 "," $ 3,486.63 "," $ 3,486.63 "," $ 3,486.63 "," $ 3,486.63 "," $ 41,839.53 "
Cancun,1072,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Desarrollo Espiritual,Class materials (holistic care),Materiales para clases (atención sabatina)," $ 2,000.00 "," $ 2,000.00 "," $ 2,000.00 "," $ 2,000.00 "," $ 2,000.00 "," $ 2,000.00 "," $ 2,000.00 ",," $ 2,000.00 "," $ 2,000.00 "," $ 2,000.00 ",," $ 20,000.00 ",,,,, $ 116.28 , $ 116.28 , $ 116.28 , $ 116.28 , $ 116.28 , $ 116.28 , $ 116.28 ,, $ 116.28 , $ 116.28 , $ 116.28 ,," $ 1,162.79 "
Cancun,1073,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Alimentos,Food for parents,Aliementos para padres de familia," $ 12,000.00 "," $ 12,000.00 "," $ 12,000.00 "," $ 12,000.00 "," $ 12,000.00 "," $ 12,000.00 "," $ 12,000.00 "," $ 12,000.00 "," $ 12,000.00 "," $ 12,000.00 "," $ 12,000.00 "," $ 12,000.00 "," $ 144,000.00 ",,,,, $ 697.67 , $ 697.67 , $ 697.67 , $ 697.67 , $ 697.67 , $ 697.67 , $ 697.67 , $ 697.67 , $ 697.67 , $ 697.67 , $ 697.67 , $ 697.67 ," $ 8,372.09 "
Cancun,1074,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Desarrollo Educativo,Connection activities for students,"Actividad de conexión, salidas y experiencias con NNA's",," $ 4,500.00 ",,," $ 4,500.00 ",,," $ 4,500.00 ",,," $ 4,500.00 ",," $ 18,000.00 ",,,,,, $ 261.63 ,,, $ 261.63 ,,, $ 261.63 ,,, $ 261.63 ,," $ 1,046.51 "
Cancun,1075,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Desarrollo Educativo,Class materials (holistic care),Materiales para clases," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 30,000.00 ",,,,, $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 ," $ 1,744.19 "
Cancun,1076,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Celebraciones,"Celebrations (children's day, graduations, beginning and end of the school year)","Celebraciones (día del niño, graduaciones, inicio y fin de ciclo)"," $ 2,500.00 ",,," $ 8,000.00 ",," $ 30,000.00 ",,,," $ 2,500.00 ",,," $ 43,000.00 ",,,,, $ 145.35 ,,, $ 465.12 ,," $ 1,744.19 ",,,, $ 145.35 ,,," $ 2,500.00 "
Cancun,1077,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Celebraciones,Family day,Día de la familia,,,,," $ 20,000.00 ",,,,,,,," $ 20,000.00 ",,,,,,,,," $ 1,162.79 ",,,,,,,," $ 1,162.79 "
Cancun,1078,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Desarrollo Educativo,Tech materials for students,Materiales tecnológicos y digitales,," $ 15,000.00 ",,," $ 15,000.00 ",,," $ 15,000.00 ",,,,," $ 45,000.00 ",,,,,, $ 872.09 ,,, $ 872.09 ,,, $ 872.09 ,,,,," $ 2,616.28 "
Cancun,1079,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Desarrollo Físico,Medical support for families,Apoyo médico para bienestar familiar,," $ 45,000.00 ",,,,,,,,,,," $ 45,000.00 ",,,,,," $ 2,616.28 ",,,,,,,,,,," $ 2,616.28 "
Cancun,1080,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Desarrollo Físico,Food support for families,Apoyo alimenticio para bienestar familiar," $ 4,000.00 "," $ 4,000.00 "," $ 4,000.00 "," $ 4,000.00 "," $ 4,000.00 "," $ 4,000.00 "," $ 4,000.00 "," $ 4,000.00 "," $ 4,000.00 "," $ 4,000.00 "," $ 4,000.00 "," $ 4,000.00 "," $ 48,000.00 ",,,,, $ 232.56 , $ 232.56 , $ 232.56 , $ 232.56 , $ 232.56 , $ 232.56 , $ 232.56 , $ 232.56 , $ 232.56 , $ 232.56 , $ 232.56 , $ 232.56 ," $ 2,790.70 "
Cancun,1081,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Desarrollo Físico,Safe shelter support,Fondo para refugio," $ 30,000.00 ",,,,,,,,,,,," $ 30,000.00 ",,,,," $ 1,744.19 ",,,,,,,,,,,," $ 1,744.19 "
Cancun,1082,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Desarrollo Emocional,Psychology materials,Materiales de psicología," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 30,000.00 ",,,,, $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 ," $ 1,744.19 "
Cancun,1083,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Desarrollo Social,Social work materials,Materiales de trabajo social," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 2,500.00 "," $ 30,000.00 ",,,,, $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 , $ 145.35 ," $ 1,744.19 "
Cancun,1084,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Alimentos,Snacks for the social work/psychology office (for parents),Snacks para oficinas de TS/PSI (para la atención de padres), $ 800.00 , $ 800.00 , $ 800.00 , $ 800.00 , $ 800.00 , $ 800.00 , $ 800.00 ,, $ 800.00 , $ 800.00 , $ 800.00 ,," $ 8,000.00 ",,,,, $ 46.51 , $ 46.51 , $ 46.51 , $ 46.51 , $ 46.51 , $ 46.51 , $ 46.51 ,, $ 46.51 , $ 46.51 , $ 46.51 ,, $ 465.12 
Cancun,1085,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Desarrollo Social,Connection activities for mothers,"Actividad de conexión, salidas y regalos para madres",," $ 8,000.00 ",,," $ 4,500.00 ",,,,," $ 8,000.00 ",,," $ 20,500.00 ",,,,,, $ 465.12 ,,, $ 261.63 ,,,,, $ 465.12 ,,," $ 1,191.86 "
Cancun,1086,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Desarrollo Social,Strong fathers materials,Materiales trabajo social para padres," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 12,000.00 ",,,,, $ 58.14 , $ 58.14 , $ 58.14 , $ 58.14 , $ 58.14 , $ 58.14 , $ 58.14 , $ 58.14 , $ 58.14 , $ 58.14 , $ 58.14 , $ 58.14 , $ 697.67 
Cancun,1087,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Desarrollo Social,Connection activities for fathers,"Actividad de conexión, salidas y regalos para padres",," $ 2,500.00 ",,," $ 5,800.00 ",,,,," $ 2,500.00 ",,," $ 10,800.00 ",,,,,, $ 145.35 ,,, $ 337.21 ,,,,, $ 145.35 ,,, $ 627.91 
Cancun,1088,Strong Families Cancun,FAMILIAS FUERTES CUN,FAMILIAS FUERTES,Entrenamientos,Training for staff,Entrenamientos para staff de Familias Fuertes," $ 30,000.00 ",,," $ 5,000.00 ",,,," $ 5,000.00 ",,,,," $ 40,000.00 ",,,,," $ 1,744.19 ",,, $ 290.70 ,,,, $ 290.70 ,,,,," $ 2,325.58 "
Cancun,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancun,1090,Reggio Emilia,PROGRAMA EDUCATIVO CUN,REGGIO EMILIA,Telefonía y Celulares,Cell phone,Plan empresarial Telcel Movil, $ 836.00 , $ 836.00 , $ 836.00 , $ 836.00 , $ 836.00 , $ 836.00 , $ 836.00 , $ 836.00 , $ 836.00 , $ 836.00 , $ 836.00 , $ 836.00 ," $ 10,032.00 ",,,,, $ 48.60 , $ 48.60 , $ 48.60 , $ 48.60 , $ 48.60 , $ 48.60 , $ 48.60 , $ 48.60 , $ 48.60 , $ 48.60 , $ 48.60 , $ 48.60 , $ 583.26 
Cancun,1091,Reggio Emilia,PROGRAMA EDUCATIVO CUN,REGGIO EMILIA,Gas LP,Propane -Propano,Gas LP para la preparacion de los alimentos, $ 310.00 , $ 310.00 , $ 310.00 , $ 310.00 , $ 310.00 , $ 310.00 , $ 310.00 ,, $ 310.00 , $ 310.00 , $ 310.00 ,," $ 3,100.00 ",,,,, $ 18.02 , $ 18.02 , $ 18.02 , $ 18.02 , $ 18.02 , $ 18.02 , $ 18.02 ,, $ 18.02 , $ 18.02 , $ 18.02 ,, $ 180.23 
Cancun,1092,Reggio Emilia,PROGRAMA EDUCATIVO CUN,REGGIO EMILIA,Electricidad,Electricity,Servicio CFE, $ 520.00 , $ 520.00 , $ 520.00 , $ 520.00 , $ 520.00 , $ 520.00 , $ 520.00 , $ 520.00 , $ 520.00 , $ 520.00 , $ 520.00 , $ 520.00 ," $ 6,240.00 ",,,,, $ 30.23 , $ 30.23 , $ 30.23 , $ 30.23 , $ 30.23 , $ 30.23 , $ 30.23 , $ 30.23 , $ 30.23 , $ 30.23 , $ 30.23 , $ 30.23 , $ 362.79 
Cancun,1093,Reggio Emilia,PROGRAMA EDUCATIVO CUN,REGGIO EMILIA,Internet,Intermet,Intermet, $ 330.00 , $ 330.00 , $ 330.00 , $ 330.00 , $ 330.00 , $ 330.00 , $ 330.00 , $ 330.00 , $ 330.00 , $ 330.00 , $ 330.00 , $ 330.00 ," $ 3,960.00 ",,,,, $ 19.19 , $ 19.19 , $ 19.19 , $ 19.19 , $ 19.19 , $ 19.19 , $ 19.19 , $ 19.19 , $ 19.19 , $ 19.19 , $ 19.19 , $ 19.19 , $ 230.23 
Cancun,1094,Reggio Emilia,PROGRAMA EDUCATIVO CUN,REGGIO EMILIA,Gasolina,Fuel,Gasolina," $ 3,000.00 "," $ 3,000.00 "," $ 3,000.00 "," $ 3,000.00 "," $ 3,000.00 "," $ 3,000.00 "," $ 3,000.00 "," $ 3,000.00 "," $ 3,000.00 "," $ 3,000.00 "," $ 3,000.00 "," $ 3,000.00 "," $ 36,000.00 ",,,,, $ 174.42 , $ 174.42 , $ 174.42 , $ 174.42 , $ 174.42 , $ 174.42 , $ 174.42 , $ 174.42 , $ 174.42 , $ 174.42 , $ 174.42 , $ 174.42 ," $ 2,093.02 "
Cancun,1095,Reggio Emilia,PROGRAMA EDUCATIVO CUN,REGGIO EMILIA,Seguros y Fianzas,Insurance & Plates,Tenencias y seguro de vehículos," $ 1,955.00 "," $ 1,955.00 "," $ 1,955.00 "," $ 1,955.00 "," $ 1,955.00 "," $ 1,955.00 "," $ 1,955.00 "," $ 1,955.00 "," $ 1,955.00 "," $ 1,955.00 "," $ 1,955.00 "," $ 1,955.00 "," $ 23,460.00 ",,,,, $ 113.66 , $ 113.66 , $ 113.66 , $ 113.66 , $ 113.66 , $ 113.66 , $ 113.66 , $ 113.66 , $ 113.66 , $ 113.66 , $ 113.66 , $ 113.66 ," $ 1,363.95 "
Cancun,1096,Reggio Emilia,PROGRAMA EDUCATIVO CUN,REGGIO EMILIA,Mtto. Eq de Transporte,Vehicles maintenance,Mantenimiento de vehículos," $ 1,630.00 "," $ 1,630.00 "," $ 1,630.00 "," $ 1,630.00 "," $ 1,630.00 "," $ 1,630.00 "," $ 1,630.00 "," $ 1,630.00 "," $ 1,630.00 "," $ 1,630.00 "," $ 1,630.00 "," $ 1,630.00 "," $ 19,560.00 ",,,,, $ 94.77 , $ 94.77 , $ 94.77 , $ 94.77 , $ 94.77 , $ 94.77 , $ 94.77 , $ 94.77 , $ 94.77 , $ 94.77 , $ 94.77 , $ 94.77 ," $ 1,137.21 "
Cancun,1097,Reggio Emilia,PROGRAMA EDUCATIVO CUN,REGGIO EMILIA,Otros Impuestos y Derechos,Chofer License,Licencias de conducir, $ 530.00 , $ 530.00 , $ 530.00 , $ 530.00 , $ 530.00 , $ 530.00 , $ 530.00 , $ 530.00 , $ 530.00 , $ 530.00 , $ 530.00 , $ 530.00 ," $ 6,360.00 ",,,,, $ 30.81 , $ 30.81 , $ 30.81 , $ 30.81 , $ 30.81 , $ 30.81 , $ 30.81 , $ 30.81 , $ 30.81 , $ 30.81 , $ 30.81 , $ 30.81 , $ 369.77 
